Rank 0, m: 0, n: 0

	0	1	2	3	4	5	6	7	
0	0	0	0	0	-0	-0	-0	-0	
1	0	31.5778	39.3768	17.5243	-17.5243	-39.3768	-31.5778	-9.89257e-15	
2	0	90.3518	112.667	50.1415	-50.1415	-112.667	-90.3518	-2.83051e-14	
3	0	226.941	282.991	125.943	-125.943	-282.991	-226.941	-7.10954e-14	
4	0	558.984	697.042	310.213	-310.213	-697.042	-558.984	-1.75117e-13	
5	0	1372.45	1711.42	761.653	-761.653	-1711.42	-1372.45	-4.29957e-13	
6	0	3367.94	4199.76	1869.07	-1869.07	-4199.76	-3367.94	-1.0551e-12	
7	0	8264.07	10305.1	4586.21	-4586.21	-10305.1	-8264.07	-2.58894e-12	
